clientSampleid,Sex,State,Site,Year,Age,Date_Laying,ID,Total_Offspring,Total Eggs,NestInit,H_inc,Hatch,H_brood,Brood_lived,Est_Poults,Attempt
13603-24-02-C,1,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-D,1,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-E,0,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-F,0,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-G,0,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13603-24-02-H,0,SC,SRS,2024,1,5/18/24,13603,8,8,1,1,1,1,1,,2
13624_24_02,,SC,SRS,2024,1,5/20/24,13624,0,,1,1,0,,,,2
11544_24_01,,SC,SRS,2024,1,,11544,0,,1,1,0,,,,1
11553-24-01-A,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-B,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-C,0,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-D,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-E,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-F,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-G,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-H,0,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-I,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-J,0,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-K,0,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-L,0,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
11553-24-01-M,1,SC,SRS,2024,1,,11553,13,,1,1,1,,,,1
13639_24_01,,SC,SRS,2024,1,,13639,0,,1,0,0,,,,1
13609_25_1,,SC,SRS,2025,1,,13609,0,,0,,,,,,1
13532_25_1,,SC,SRS,2025,1,3/22/25,13532,,7,1,1,1,0,0,,1
13939_25_1,,SC,SRS,2025,1,3/23/25,13939,0,,1,1,0,,,,1
13949_25_1,,SC,SRS,2025,1,3/24/25,13949,,12,1,1,1,0,0,,1
15457_25_1,,SC,SRS,2025,1,3/24/25,15457,10,10,1,1,1,1,0,,1
13629_25_1,,SC,SRS,2025,1,3/25/25,13629,0,,1,1,0,,,,1
13906_25_1,,SC,SRS,2025,1,3/26/25,13906,,14,1,1,1,1,0,,1
13944_25_1,,SC,SRS,2025,1,3/26/25,13944,0,,1,1,0,,,,1
13959_25_1,,SC,SRS,2025,1,3/28/25,13959,,8,1,1,1,1,0,,1
15456_25_1,,SC,SRS,2025,1,3/28/25,15456,0,,1,1,0,,,,1
13624_25_1,,SC,SRS,2025,1,3/30/25,13624,0,,1,1,0,,,,1
13958_25_1,,SC,SRS,2025,0,3/31/25,13958,0,,1,1,0,,,,1
15448_25_1,,SC,SRS,2025,1,3/31/25,15448,,,1,1,0,,,,1
15455_25_1,,SC,SRS,2025,1,3/31/25,15455,,10,1,1,1,0,0,,1
13603_25_1,,SC,SRS,2025,1,4/1/25,13603,0,,1,1,0,,,,1
13898_25_1,,SC,SRS,2025,1,4/1/25,13898,0,,1,1,0,,,,1
13905_25_1,,SC,SRS,2025,1,4/1/25,13905,,,1,1,1,0,0,,1
13950_25_1,,SC,SRS,2025,1,4/1/25,13950,,,1,1,1,1,0,,1
13953_25_1,,SC,SRS,2025,0,4/1/25,13953,0,,1,1,0,,,,1
15421_25_1,,SC,SRS,2025,1,4/1/25,15421,0,,1,1,0,,,,1
15451_25_1,,SC,SRS,2025,1,4/1/25,15451,0,,1,1,0,,,,1
15454_25_1,,SC,SRS,2025,1,4/1/25,15454,0,,1,1,0,,,,1
15469_25_1,,SC,SRS,2025,1,4/1/25,15469,0,,1,1,0,,,,1
13621_25_1,,SC,SRS,2025,1,4/2/25,13621,0,,1,1,0,,,,1
13943_25_1,,SC,SRS,2025,1,4/2/25,13943,0,,1,1,0,,,,1
15468_25_1,,SC,SRS,2025,1,4/2/25,15468,11,11,1,1,1,1,1,2,1
15418_25_1,,SC,SRS,2025,1,4/3/25,15418,0,,1,1,0,,,,1
15460_25_1,,SC,SRS,2025,1,4/3/25,15460,0,,1,1,0,,,,1
15467_25_1,,SC,SRS,2025,1,4/3/25,15467,,9,1,1,1,1,0,,1
11543_25_1,,SC,SRS,2025,1,4/4/25,11543,,8,1,1,1,1,1,5,1
13945_25_1,,SC,SRS,2025,1,4/4/25,13945,0,,1,1,0,,,,1
15458_25_1,,SC,SRS,2025,1,4/4/25,15458,9,9,1,1,1,1,1,,1
15459_25_1,,SC,SRS,2025,1,4/4/25,15459,,,1,1,1,1,1,1,1
13633_25_1,,SC,SRS,2025,1,4/5/25,13633,0,,1,1,0,,,,1
15472_25_1,,SC,SRS,2025,1,4/6/25,15472,,,1,1,1,1,0,,1
13604_25_1,,SC,SRS,2025,1,4/7/25,13604,0,,1,1,0,,,,1
13612_25_1,,SC,SRS,2025,1,4/7/25,13612,0,,1,1,0,,,,1
13946_25_1,,SC,SRS,2025,0,4/7/25,13946,0,,1,1,0,,,,1
13944_25_2,,SC,SRS,2025,1,4/11/25,13944,0,,1,1,0,,,,2
15449_25_1,,SC,SRS,2025,0,4/11/25,15449,,,1,1,1,1,0,,1
15461_25_1,,SC,SRS,2025,1,4/11/25,15461,0,,1,1,0,,,,1
15463_25_1,,SC,SRS,2025,0,4/11/25,15463,0,,1,0,0,,,,1
13635_25_1,,SC,SRS,2025,1,4/13/25,13635,0,,1,1,0,,,,1
15450_25_1,,SC,SRS,2025,1,4/13/25,15450,0,,1,1,0,,,,1
15452_25_1,,SC,SRS,2025,1,4/14/25,15452,,5,1,1,1,1,1,2,1
15453_25_1,,SC,SRS,2025,1,4/14/25,15453,0,,1,1,0,,,,1
15451_25_2,,SC,SRS,2025,1,4/17/25,15451,,5,1,1,1,1,0,,2
15469_25_2,,SC,SRS,2025,1,4/17/25,15469,0,,1,1,0,,,,2
13633_25_2,,SC,SRS,2025,1,4/24/25,13633,0,,1,1,0,,,,2
15456_25_2,,SC,SRS,2025,1,4/25/25,15456,0,,1,1,0,,,,2
15462_25_1,,SC,SRS,2025,1,4/25/25,15462,,9,1,1,1,1,0,,1
15460_25_2,,SC,SRS,2025,1,4/28/25,15460,0,,1,1,0,,,,2
15448_25_2,,SC,SRS,2025,1,4/29/25,15448,,,1,1,0,,,,2
15453_25_2,,SC,SRS,2025,1,4/29/25,15453,0,,1,1,0,,,,2
13953_25_2,,SC,SRS,2025,0,5/3/25,13953,,11,1,1,1,1,0,,2
13945_25_2,,SC,SRS,2025,1,5/4/25,13945,0,,1,1,0,,,,2
13624_25_2,,SC,SRS,2025,1,5/5/25,13624,0,,1,1,0,,,,2
13629_25_2,,SC,SRS,2025,1,5/6/25,13629,0,,1,1,0,,,,2
13958_25_2,,SC,SRS,2025,0,5/6/25,13958,,10,1,1,1,1,0,,2
15461_25_2,,SC,SRS,2025,1,5/7/25,15461,0,,1,1,0,,,,2
13612_25_2,,SC,SRS,2025,1,5/8/25,13612,0,,1,1,0,,,,2
15454_25_2,,SC,SRS,2025,1,5/13/25,15454,0,,1,0,0,,,,2
13604_25_2,,SC,SRS,2025,1,5/14/25,13604,0,,1,1,0,,,,2
15456_25_3,,SC,SRS,2025,1,5/17/25,15456,0,,1,1,0,,,,3
15421_25_2,,SC,SRS,2025,1,5/18/25,15421,0,,1,1,0,,,,2
15450_25_2,,SC,SRS,2025,1,5/18/25,15450,0,,1,1,0,,,,2
13943_25_2,,SC,SRS,2025,1,5/19/25,13943,0,,1,1,0,,,,2
13633_25_3,,SC,SRS,2025,1,5/22/25,13633,0,,1,1,0,,,,3
15448_25_3,,SC,SRS,2025,1,5/22/25,15448,,8,1,1,1,1,1,,3
13959_25_2,,SC,SRS,2025,1,5/24/25,13959,0,,1,1,0,,,,2
15418_25_2,,SC,SRS,2025,1,5/25/25,15418,0,,1,1,0,,,,2
13624_25_3,,SC,SRS,2025,1,5/26/25,13624,,10,1,1,1,1,1,1,3
13944_25_3,,SC,SRS,2025,1,5/28/25,13944,0,,1,1,0,,,,3
13629_25_3,,SC,SRS,2025,1,6/10/25,13629,0,,1,1,0,,,,3
15450_25_3,,SC,SRS,2025,1,6/14/25,15450,0,,1,1,0,,,,3
15472_25_2,,SC,SRS,2025,1,6/17/25,15472,0,,1,1,0,,,,2
13959_25_3,,SC,SRS,2025,1,6/19/25,13959,0,,1,1,0,,,,3
